ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;REND;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas;Sexo;Geracao;Raca;Data_Nascimento
6196;141;2;4;4;4;2;4;3.48;3.37;-0.74;54.81;0;-999;32.72;0;2;3;8;2;2;5;20250926;130;114.3;66.92;7.23;83.63;-1.1151983892198165;39;-999;-999;-999;-999
6197;149;2;2;2;2;2;2;4.99;3.87;-0.13;54.33;0;-999;46.44;0;1;4;6;1;3;3;20251022;50;114.3;71.71;5.63;81.57;0.286182218682939;80;-999;-999;-999;-999
6198;138;2;4;3;3;3;1;3.96;3.63;0.13;54.71;0;-999;60.04;0;2;2;6;2;2;7;20250608;63;114.3;68.33;5.34;77.68;-0.23494399623354567;35;-999;-999;-999;-999
6199;159;1;3;1;1;1;4;5.19;3.9;-0.09;54.34;0;-999;80.39;0;1;2;1;4;1;1;20250514;4;114.3;68.37;5.67;77.63;-0.21542616046888305;41;-999;-999;-999;-999
6200;199;3;4;4;4;4;1;4.7;3.25;-0.66;54.63;0;-999;49.09;0;1;4;8;1;2;3;20251117;120;114.3;71.76;5.75;81.7;0.24129119642421487;84;-999;-999;-999;-999
6201;164;2;4;4;4;3;3;4.86;3.27;-0.11;55.41;0;-999;20.39;0;1;4;8;1;4;2;20251201;124;114.3;72.0;5.59;81.5;0.4208552854591087;84;-999;-999;-999;-999
6202;169;1;1;2;4;2;3;3.98;3.24;0.32;54.81;0;-999;61.19;0;1;3;7;2;2;2;20250927;91;114.3;67.86;7.17;79.77;-1.3064731797135083;51;-999;-999;-999;-999
6203;164;2;1;2;3;1;1;4.22;4.05;0.07;53.96;0;-999;65.93;0;3;2;8;2;2;9;20250508;149;114.3;68.58;5.41;78.32;-0.06318704150451662;40;-999;-999;-999;-999
6204;164;3;1;4;4;3;2;3.36;3.48;-0.01;54.86;0;-999;80.5;0;1;2;8;2;4;3;20250503;121;114.3;68.42;5.43;77.54;-0.37156884658618256;40;-999;-999;-999;-999
6205;147;3;2;1;1;1;1;3.76;3.37;-0.11;52.61;0;-999;74.58;0;1;2;1;4;1;2;20250522;10;114.3;68.69;5.62;77.74;-0.11978876522203862;47;-999;-999;-999;-999
6206;144;2;2;2;3;2;4;4.14;4.73;-0.3;55.44;0;-999;58.86;0;2;3;1;4;1;6;20250927;21;114.3;68.21;7.18;82.49;-1.0761627176904929;52;-999;-999;-999;-999
6207;117;2;1;4;4;3;2;6.34;2.56;0.25;54.45;0;-999;22.05;0;1;3;6;2;4;3;20250803;48;114.3;62.1;5.11;72.03;-1.2967142618311762;0;-999;-999;-999;-999
6209;158;2;1;4;4;2;3;4.64;3.66;-0.01;55.09;0;-999;43.86;0;1;1;7;2;4;1;20240211;80;114.3;77.89;5.66;87.85;1.652430722209301;136;-999;-999;-999;-999
6210;115;2;1;1;3;2;2;4.13;3.65;0.34;54.8;0;-999;29.64;0;1;4;7;1;3;3;20241107;87;114.3;72.02;5.5;81.56;0.4403731212237713;84;-999;-999;-999;-999
6211;161;4;4;2;1;3;2;4.46;2.94;0.1;54.08;0;-999;61.07;0;1;3;6;2;4;2;20250909;52;114.3;61.91;5.24;70.93;-1.4021105749603542;0;-999;-999;-999;-999
6212;159;3;4;4;4;2;4;4.94;3.77;-0.17;55.46;0;-999;52.96;0;2;1;7;1;4;5;20240124;94;114.3;77.62;5.72;88.5;1.5079987375508008;129;-999;-999;-999;-999
6213;191;1;1;1;2;2;3;4.65;3.52;-0.02;55.16;0;-999;81.12;0;3;2;1;4;1;8;20250607;27;114.3;68.63;5.59;78.64;-0.09246379515151124;44;-999;-999;-999;-999
6214;174;1;4;1;1;1;3;4.53;4.27;-0.81;54.87;0;-999;60.54;0;3;1;7;2;3;8;20240224;106;114.3;77.62;5.75;87.89;1.2581704397631228;131;-999;-999;-999;-999
6215;193;4;3;2;2;1;2;4.47;3.79;-0.15;54.99;0;-999;34.71;0;3;1;7;1;4;4;20250108;110;114.3;77.77;5.61;87.52;1.683659259432763;128;-999;-999;-999;-999
6216;176;4;2;2;3;2;4;4.63;3.14;-0.37;55.05;0;-999;71.83;0;1;3;1;4;1;1;20240908;2;114.3;61.78;5.05;70.41;-1.4313873286073473;0;-999;-999;-999;-999
6218;136;1;3;4;3;2;3;4.03;3.88;0.6;54.0;0;-999;24.61;0;1;4;1;4;1;3;20251007;8;114.3;71.95;5.52;82.78;0.2842304351064718;78;-999;-999;-999;-999
6219;144;2;1;3;3;3;4;5.85;4.06;0.22;54.83;0;-999;37.35;0;2;4;7;1;4;7;20251027;98;114.3;71.79;5.73;83.45;0.43842133764730407;84;-999;-999;-999;-999
6220;167;2;3;1;1;1;2;5.78;3.34;-0.38;53.78;0;-999;55.98;0;3;1;8;2;2;4;20250312;144;114.3;77.59;5.82;87.68;1.533371924044861;127;-999;-999;-999;-999
6221;112;2;4;2;1;3;3;4.07;2.49;-0.28;55.39;0;-999;41.39;0;1;4;7;1;4;1;20241025;81;114.3;71.76;5.62;81.36;0.5789497551528741;73;-999;-999;-999;-999
6222;154;3;4;3;2;2;3;4.96;3.53;0.37;54.8;0;-999;69.86;0;2;1;8;1;3;5;20240104;130;114.3;77.57;5.52;86.91;1.7109842295032904;130;-999;-999;-999;-999
6223;138;1;4;3;2;2;2;5.13;3.58;-0.01;54.53;0;-999;58.3;0;1;2;1;4;1;3;20240422;8;114.3;68.55;5.69;78.47;-0.25836539915114;43;-999;-999;-999;-999
6224;152;2;4;2;1;1;2;5.02;2.73;-0.48;54.7;0;-999;82.3;0;1;3;1;4;1;2;20240916;12;114.3;61.91;5.08;70.65;-1.1796072472432033;0;-999;-999;-999;-999
6225;167;1;4;4;4;3;3;4.38;3.17;0.06;55.04;0;-999;33.52;0;2;4;8;1;4;7;20251201;132;114.3;71.85;5.56;82.01;0.39548209896504716;82;-999;-999;-999;-999
6226;119;1;1;1;2;1;2;3.66;3.24;-0.2;54.83;0;-999;20.56;0;3;1;8;1;3;8;20250302;141;114.3;77.79;5.85;87.57;1.3147721634806446;127;-999;-999;-999;-999
6227;118;4;4;3;3;2;4;4.75;3.2;-0.08;54.72;0;-999;30.86;0;2;2;1;4;1;5;20250512;13;114.3;68.33;5.52;77.78;0.05587175665992352;38;-999;-999;-999;-999
6228;137;3;3;4;3;4;3;6.26;4.36;-0.15;54.97;0;-999;49.79;0;2;1;7;2;3;7;20240311;99;114.3;77.41;5.73;87.93;1.4611559317156122;126;-999;-999;-999;-999
6229;138;2;4;3;2;1;1;4.51;3.19;0.06;53.93;0;-999;59.52;0;2;4;1;4;1;6;20241119;21;114.3;71.82;5.66;81.89;0.29203756941233655;81;-999;-999;-999;-999
6230;109;4;4;1;1;4;4;3.58;3.6;-0.41;54.17;0;-999;32.82;0;2;1;7;1;2;6;20240216;103;114.3;77.71;5.73;87.38;1.6231539685623093;129;-999;-999;-999;-999
6231;151;2;2;2;3;3;2;5.05;3.21;-0.1;54.07;0;-999;63.86;0;1;4;1;4;1;1;20251025;4;114.3;72.08;5.72;82.68;0.2510501143065469;85;-999;-999;-999;-999
6232;151;3;3;1;1;2;3;3.63;3.59;0.1;54.16;0;-999;71.65;0;2;4;1;4;1;6;20241209;21;114.3;71.94;5.67;81.0;0.3369285916710607;79;-999;-999;-999;-999
6233;141;3;2;3;3;2;3;3.74;3.87;0.23;54.5;0;-999;29.68;0;1;3;8;2;2;2;20240808;124;114.3;61.97;5.02;70.66;-1.0468859640434995;0;-999;-999;-999;-999
6234;136;1;1;2;3;2;4;4.07;3.14;0.09;54.32;0;-999;53.93;0;3;3;1;4;1;9;20250905;36;114.3;61.97;5.26;70.02;-1.3279427990546366;0;-999;-999;-999;-999
6238;145;4;3;4;3;2;2;4.89;3.79;-0.35;54.94;0;-999;44.82;0;2;2;1;4;1;6;20250612;23;114.3;68.22;5.6;78.17;-0.5960239578797991;37;-999;-999;-999;-999
6239;123;3;2;2;2;3;3;5.1;4.04;-0.34;54.6;0;-999;70.61;0;3;2;1;4;1;8;20250528;26;114.3;68.39;5.65;79.33;-0.2329922126570798;43;-999;-999;-999;-999
6240;107;3;3;1;1;1;1;3.95;3.68;0.15;53.02;0;-999;62.35;0;3;1;6;2;3;4;20240325;73;114.3;71.93;7.09;88.31;0.0031736000953346043;77;-999;-999;-999;-999
6241;129;2;3;1;1;2;1;4.38;4.15;-0.48;53.58;0;-999;23.81;0;1;3;7;1;3;1;20250715;80;114.3;61.83;5.04;70.05;-1.31037674686644;0;-999;-999;-999;-999
6242;110;4;3;4;4;4;2;3.38;3.84;-0.51;54.11;0;-999;21.9;0;1;4;7;1;4;3;20251023;84;114.3;71.9;5.63;82.15;0.37206069604745284;82;-999;-999;-999;-999
6243;107;1;4;3;2;4;4;5.06;3.38;-0.0;55.55;0;-999;56.99;0;2;3;8;1;4;5;20250915;131;114.3;62.03;4.94;70.94;-1.2010768665843319;0;-999;-999;-999;-999
6244;131;1;1;3;4;4;1;3.36;3.1;0.17;54.59;0;-999;23.49;0;3;4;7;2;4;4;20251123;111;114.3;72.0;5.65;82.14;0.4716016584472304;81;-999;-999;-999;-999
6245;181;4;4;3;2;2;4;6.16;4.2;-0.63;54.37;0;-999;33.93;0;2;2;8;1;4;6;20240401;139;114.3;68.54;5.34;78.5;0.0968592117657132;44;-999;-999;-999;-999
6246;158;2;1;2;2;1;2;4.47;3.13;-0.43;54.39;0;-999;75.3;0;3;4;7;2;3;4;20251207;109;114.3;71.64;5.56;80.93;0.3427839424004596;80;-999;-999;-999;-999
6247;134;4;4;4;4;3;4;4.24;3.13;-0.61;55.14;0;-999;51.02;0;2;2;1;4;1;6;20250519;21;114.3;68.56;5.68;79.64;-0.2642207498805389;51;-999;-999;-999;-999
6248;119;4;3;4;4;3;3;4.31;2.96;-0.3;55.02;0;-999;56.9;0;2;1;7;2;3;7;20250111;99;114.3;77.74;5.77;87.59;1.4982398196684703;128;-999;-999;-999;-999
6249;196;2;1;2;2;1;1;3.36;4.87;0.13;54.08;0;-999;38.61;0;3;1;1;4;1;9;20240220;34;114.3;77.58;5.75;87.45;1.547034409080126;125;-999;-999;-999;-999
6250;157;2;1;1;2;2;2;3.5;3.9;-0.05;53.58;0;-999;41.96;0;1;4;7;1;2;2;20251106;91;114.3;71.96;5.44;82.25;0.5223480314353535;79;-999;-999;-999;-999
6251;169;3;2;1;1;1;3;4.72;4.19;-0.16;54.22;0;-999;41.12;0;3;2;8;1;3;4;20250609;146;114.3;68.58;5.62;78.51;-0.34034030936272214;40;-999;-999;-999;-999
6252;130;1;3;2;2;3;1;5.07;3.55;0.36;53.66;0;-999;38.23;0;1;4;6;1;4;3;20251009;48;114.3;71.81;5.74;82.14;0.43842133764730407;79;-999;-999;-999;-999
6253;120;3;3;3;3;3;2;5.02;3.4;-0.3;55.07;0;-999;56.91;0;1;4;6;1;2;1;20251120;46;114.3;71.79;5.66;81.32;0.1397984504479715;78;-999;-999;-999;-999
6257;182;2;3;3;3;4;2;4.57;3.61;0.29;54.13;0;-999;52.33;0;2;4;7;1;2;5;20241123;94;114.3;71.92;5.45;81.45;0.612130075952799;81;-999;-999;-999;-999
6259;184;4;3;2;2;4;1;6.33;3.66;0.46;53.41;0;-999;71.57;0;2;4;8;2;2;7;20251109;132;114.3;71.61;5.64;84.06;0.26861616649474224;81;-999;-999;-999;-999
6261;110;4;4;3;3;4;4;4.36;3.57;-0.2;55.29;0;-999;42.55;0;2;1;8;1;3;7;20250305;134;114.3;77.47;5.86;87.18;1.4338309616450848;129;-999;-999;-999;-999
6262;168;4;4;3;3;1;4;3.72;3.85;-0.27;55.37;0;-999;68.52;0;2;2;6;1;4;5;20250622;59;114.3;66.94;6.07;78.13;-1.0722591505375596;32;-999;-999;-999;-999
6263;184;2;2;3;3;3;4;4.9;4.46;-0.25;54.58;0;-999;81.57;0;2;4;8;1;2;7;20241027;132;114.3;71.89;5.64;82.59;0.528203382164751;81;-999;-999;-999;-999
6264;157;1;1;3;4;4;1;4.93;3.16;0.2;54.81;0;-999;57.05;0;3;3;1;4;1;8;20250724;28;114.3;62.01;4.92;69.82;-1.487989052324868;0;-999;-999;-999;-999
6265;176;2;1;1;1;1;1;3.86;3.41;-0.14;53.08;0;-999;30.83;0;1;3;1;4;1;1;20250826;1;114.3;62.01;5.27;70.47;-1.183510814396135;0;-999;-999;-999;-999
6266;194;1;4;3;2;2;3;3.37;3.08;-0.47;54.52;0;-999;63.22;0;1;4;1;4;1;3;20241018;7;114.3;71.82;5.58;80.79;0.35254286028279025;85;-999;-999;-999;-999
6267;191;3;2;2;2;1;1;3.7;3.84;0.14;54.08;0;-999;21.66;0;3;1;8;2;2;9;20240228;148;114.3;77.48;5.81;88.15;1.254266872610191;128;-999;-999;-999;-999
6268;171;1;4;3;2;1;4;4.25;3.74;-0.16;55.27;0;-999;30.79;0;1;2;6;1;4;3;20250507;50;114.3;68.52;5.61;78.17;-0.18614940682188982;45;-999;-999;-999;-999
6269;112;1;4;3;2;4;2;3.02;3.82;0.32;54.1;0;-999;20.78;0;2;1;1;4;1;6;20250126;21;114.3;77.85;5.58;87.72;1.3557596185864345;129;-999;-999;-999;-999
6270;110;4;2;3;3;1;3;4.63;3.15;-0.48;54.31;0;-999;39.15;0;1;4;1;4;1;1;20251205;4;114.3;71.78;5.64;82.99;0.3115554051769992;78;-999;-999;-999;-999
6271;158;2;3;1;1;2;3;3.62;3.17;-0.34;53.36;0;-999;35.93;0;1;2;1;4;1;3;20250526;8;114.3;68.61;5.45;78.02;-0.3110635557157289;41;-999;-999;-999;-999
6272;127;1;1;3;4;4;1;4.57;4.04;0.08;53.78;0;-999;31.24;0;1;4;7;2;2;3;20251006;86;114.3;71.95;5.76;82.18;0.35839821101218916;81;-999;-999;-999;-999
6276;123;1;3;3;3;4;2;4.6;3.73;-0.63;54.42;0;-999;36.31;0;1;1;1;4;1;3;20240324;7;114.3;73.12;7.11;86.71;-0.3540027943979858;89;-999;-999;-999;-999
6277;161;2;4;1;1;3;1;3.68;3.17;0.46;53.68;0;-999;47.14;0;3;3;7;2;4;8;20240826;106;114.3;62.05;4.97;70.95;-1.2537750231489193;0;-999;-999;-999;-999
6278;164;4;4;4;4;4;4;3.96;3.05;0.19;55.21;0;-999;23.51;0;2;3;7;1;4;5;20240810;93;114.3;61.99;5.15;71.59;-1.7983226409829984;0;-999;-999;-999;-999
6279;162;2;3;4;4;2;2;3.89;3.68;-0.36;54.91;0;-999;66.73;0;1;4;7;2;4;2;20241118;91;114.3;71.91;5.62;82.52;0.20615909204782273;84;-999;-999;-999;-999
6280;104;3;4;4;4;2;3;4.8;3.83;0.03;55.26;0;-999;69.18;0;1;1;7;2;4;2;20250302;89;114.3;77.67;5.83;88.88;1.6914663937386263;128;-999;-999;-999;-999
6281;161;2;3;2;2;2;3;4.42;2.94;-1.02;54.04;0;-999;29.73;0;1;4;6;1;3;1;20251104;45;114.3;71.66;5.37;81.87;0.24909833073007964;83;-999;-999;-999;-999
6282;176;1;2;4;4;4;2;4.36;3.63;-0.66;55.09;0;-999;59.0;0;1;4;7;1;2;2;20241206;88;114.3;71.83;5.61;81.8;0.3798678303533176;78;-999;-999;-999;-999
6283;196;2;4;2;2;4;3;3.88;3.28;-0.71;54.33;0;-999;33.44;0;2;3;6;1;4;6;20240707;64;114.3;61.88;5.02;70.19;-1.314280314019373;0;-999;-999;-999;-999
6284;186;4;1;4;4;2;2;3.39;3.08;-0.39;54.62;0;-999;77.54;0;1;1;1;4;1;1;20250216;2;114.3;77.56;5.58;87.82;1.576311162727118;127;-999;-999;-999;-999
6285;129;3;3;4;4;1;3;5.07;3.79;-0.03;55.38;0;-999;50.94;0;2;3;7;2;2;7;20250904;99;114.3;61.98;5.07;70.43;-1.2284018366548592;0;-999;-999;-999;-999
6286;120;2;1;2;3;3;1;4.34;3.73;-0.43;54.02;0;-999;58.6;0;3;3;8;1;2;4;20250824;145;114.3;62.01;5.0;72.34;-1.062500232655229;0;-999;-999;-999;-999
6287;107;2;4;1;1;2;1;4.47;4.03;-0.65;54.18;0;-999;36.46;0;3;3;1;4;1;9;20250809;35;114.3;61.95;5.19;71.01;-1.3064731797135083;0;-999;-999;-999;-999
6288;126;3;2;1;1;1;4;3.85;3.77;0.29;54.85;0;-999;84.31;0;1;1;1;4;1;2;20240212;12;114.3;77.61;5.54;87.16;1.5509379762330577;129;-999;-999;-999;-999
6289;138;2;1;3;4;1;2;4.78;3.04;-0.62;54.28;0;-999;78.82;0;3;1;8;1;3;8;20240318;140;114.3;77.62;5.7;86.81;1.3030614620218468;129;-999;-999;-999;-999
6291;176;4;1;4;4;3;2;3.46;3.48;0.85;53.95;0;-999;36.26;0;1;2;6;2;4;1;20240414;46;114.3;68.4;5.49;79.09;-0.053428123622186005;44;-999;-999;-999;-999
6292;179;4;1;2;2;4;4;4.61;3.28;-0.74;54.88;0;-999;43.74;0;2;2;8;1;2;5;20250412;129;114.3;68.26;5.42;79.04;-0.06123525792805077;37;-999;-999;-999;-999
6293;156;4;2;2;2;2;3;4.57;4.34;0.42;54.51;0;-999;32.31;0;2;3;6;2;4;7;20250920;61;114.3;61.99;5.2;69.9;-1.3825927391956916;0;-999;-999;-999;-999
6295;145;2;4;2;2;3;1;3.94;1.99;-0.17;53.48;0;-999;30.47;0;1;2;7;1;2;1;20240621;80;114.3;67.7;6.05;78.4;-1.0312716954317687;38;-999;-999;-999;-999
6296;109;4;1;4;4;3;4;3.7;3.72;-0.11;54.16;0;-999;72.42;0;2;4;7;1;3;6;20251218;101;114.3;71.93;5.73;82.85;0.323266106635797;85;-999;-999;-999;-999
6297;151;3;1;1;2;3;2;2.27;4.35;0.08;53.76;0;-999;55.27;0;1;1;1;4;1;1;20250125;1;114.3;77.68;5.77;87.55;1.5197094390095987;131;-999;-999;-999;-999
6298;162;2;1;3;3;1;2;4.13;3.49;-0.41;54.32;0;-999;20.7;0;3;3;7;2;3;9;20250812;112;114.3;62.08;5.02;71.73;-1.1639929786314724;0;-999;-999;-999;-999
6299;113;1;3;1;1;1;2;5.42;4.16;0.2;54.33;0;-999;83.9;0;3;3;8;1;3;8;20240822;141;114.3;62.32;4.99;70.99;-1.320135664748772;0;-999;-999;-999;-999
6300;153;4;2;3;3;4;4;5.15;3.56;-0.38;54.59;0;-999;36.23;0;2;3;8;2;2;5;20250916;129;114.3;62.01;5.11;70.83;-1.3943034406544879;0;-999;-999;-999;-999
6302;106;2;1;1;1;1;1;5.04;2.93;-0.13;53.22;0;-999;59.37;0;3;2;8;1;3;4;20240413;145;114.3;68.41;5.58;79.58;-0.17639048893955922;40;-999;-999;-999;-999
6304;136;3;2;1;1;3;3;3.47;3.35;-0.3;54.41;0;-999;26.1;0;1;2;7;1;3;2;20250521;91;114.3;68.47;5.54;78.34;-0.184197623245424;39;-999;-999;-999;-999
6305;162;1;2;4;4;1;2;3.88;3.05;0.31;54.42;0;-999;56.47;0;1;1;8;1;3;2;20250128;125;114.3;77.62;5.79;87.5;1.3986988572686914;127;-999;-999;-999;-999
6306;187;1;2;4;4;4;4;2.98;3.7;-0.26;55.89;0;-999;37.88;0;2;2;1;4;1;7;20250421;19;114.3;68.45;5.34;79.44;-0.2739796677628709;33;-999;-999;-999;-999
6307;132;4;4;4;4;4;3;5.5;3.42;-0.13;54.65;0;-999;27.44;0;2;3;1;4;1;6;20250814;21;114.3;61.96;5.06;69.93;-1.3162320975958388;0;-999;-999;-999;-999
6308;110;2;3;1;1;1;3;4.72;3.64;-0.26;54.68;0;-999;74.37;0;3;1;6;1;2;9;20240320;79;114.3;77.73;5.78;88.41;1.3362417828217732;129;-999;-999;-999;-999
6309;117;1;2;1;1;1;3;4.24;3.35;0.16;54.86;0;-999;22.22;0;3;2;6;1;3;9;20250613;76;114.3;68.38;5.43;78.14;-0.221281511198282;40;-999;-999;-999;-999
6310;122;2;1;3;3;3;1;5.32;2.83;-0.54;54.09;0;-999;44.69;0;1;1;1;4;1;2;20240103;11;114.3;77.62;5.77;88.53;1.502143386821402;133;-999;-999;-999;-999
6312;149;2;4;4;4;2;4;4.85;3.58;0.31;55.25;0;-999;78.71;0;2;2;1;4;1;7;20250411;19;114.3;68.64;5.58;78.48;-0.2739796677628709;41;-999;-999;-999;-999
6313;153;2;1;1;2;2;1;3.73;4.1;-0.02;53.91;0;-999;29.19;0;1;1;1;4;1;2;20250221;11;114.3;77.45;5.76;87.62;1.2367008204219943;129;-999;-999;-999;-999
6315;139;2;4;3;2;4;2;4.18;3.64;-0.08;54.34;0;-999;73.54;0;2;3;7;1;2;5;20240820;94;114.3;62.07;5.07;71.39;-1.3903998735015564;0;-999;-999;-999;-999
6316;155;2;1;2;3;1;1;4.35;3.1;0.0;54.53;0;-999;36.93;0;3;4;8;2;4;4;20241213;145;114.3;71.71;5.54;81.06;0.5184444642824204;81;-999;-999;-999;-999
6317;113;3;1;3;4;3;4;4.43;4.32;0.04;55.25;0;-999;28.01;0;2;2;1;4;1;5;20250515;14;114.3;68.52;5.56;78.25;-0.21347437689241722;39;-999;-999;-999;-999
6318;119;2;1;4;4;2;2;4.52;2.69;-0.07;53.97;0;-999;74.66;0;1;2;8;1;3;3;20250524;122;114.3;68.51;5.45;78.09;-0.12954768310436923;39;-999;-999;-999;-999
6319;154;3;1;3;3;1;2;3.19;3.8;0.07;54.86;0;-999;33.42;0;3;2;1;4;1;4;20250617;30;114.3;68.39;5.6;78.19;-0.2798350184922698;39;-999;-999;-999;-999
6321;130;2;2;4;4;1;1;4.14;3.32;-0.3;54.86;0;-999;74.78;0;3;3;7;1;3;4;20240706;108;114.3;62.03;5.3;71.06;-1.4899408359013337;0;-999;-999;-999;-999
6322;168;3;3;3;3;1;1;4.05;3.63;0.03;54.65;0;-999;76.83;0;1;4;7;2;2;3;20251005;84;114.3;71.78;5.61;81.77;0.5145408971294873;75;-999;-999;-999;-999
6323;128;4;3;4;4;3;4;4.51;3.79;-0.25;54.99;0;-999;57.52;0;2;4;6;1;4;6;20241208;67;114.3;71.97;5.51;81.83;0.29789292014173546;82;-999;-999;-999;-999
6326;146;1;3;3;3;1;1;4.67;3.06;-0.07;54.21;0;-999;61.92;0;3;1;1;4;1;9;20250303;33;114.3;77.43;5.81;89.69;1.496288036092003;124;-999;-999;-999;-999
6327;194;1;4;3;3;2;4;3.64;3.64;-0.6;54.74;0;-999;67.85;0;1;3;6;1;2;1;20240706;45;114.3;61.84;5.2;70.56;-1.392351657078022;0;-999;-999;-999;-999
6328;180;2;1;4;4;3;4;4.58;3.63;-0.02;55.39;0;-999;68.2;0;1;4;1;4;1;3;20251104;7;114.3;72.07;5.66;81.37;0.49892662851775776;87;-999;-999;-999;-999
6329;129;1;2;2;2;2;2;3.48;3.74;-0.17;54.69;0;-999;68.98;0;1;4;7;1;2;3;20241003;84;114.3;71.86;5.68;83.81;0.48721592705895994;80;-999;-999;-999;-999
6331;157;1;1;3;3;2;1;5.96;3.15;-0.45;54.12;0;-999;38.36;0;1;4;6;1;3;1;20251001;46;114.3;71.8;5.55;80.78;0.5477212179294136;83;-999;-999;-999;-999
6332;198;1;3;1;1;3;2;3.06;2.6;-0.27;53.68;0;-999;38.39;0;1;3;8;1;4;1;20250817;117;114.3;61.91;5.11;70.07;-1.3845445227721573;0;-999;-999;-999;-999
6334;165;1;1;1;1;2;1;4.3;3.44;0.05;53.49;0;-999;77.18;0;3;4;8;1;2;4;20251120;145;114.3;71.82;5.48;81.49;0.4598909569884339;82;-999;-999;-999;-999
6335;115;2;1;4;4;2;2;3.47;2.7;0.49;54.9;0;-999;25.59;0;3;3;6;1;4;8;20250703;68;114.3;61.75;5.36;70.92;-1.5563014775011863;0;-999;-999;-999;-999
6336;135;4;4;2;1;2;4;5.0;3.62;-0.16;55.61;0;-999;81.19;0;3;1;8;1;2;9;20240313;151;114.3;77.82;5.53;87.79;1.576311162727118;133;-999;-999;-999;-999
6337;195;3;2;1;1;2;3;3.88;3.15;-0.27;53.61;0;-999;51.99;0;3;4;1;4;1;8;20251108;25;114.3;71.95;5.72;82.18;0.20615909204782273;79;-999;-999;-999;-999
6338;197;3;1;2;2;1;2;3.04;4.32;0.59;53.87;0;-999;83.17;0;3;1;8;2;4;9;20250124;150;114.3;77.69;5.63;90.12;1.427975610915686;135;-999;-999;-999;-999
6339;130;2;1;1;1;4;2;3.12;4.24;-0.55;54.05;0;-999;76.95;0;2;3;7;1;2;6;20250815;101;114.3;62.09;5.02;71.3;-1.2557268067253866;0;-999;-999;-999;-999
6340;105;4;2;3;3;1;1;4.15;2.71;-0.71;53.97;0;-999;63.36;0;3;4;6;1;3;9;20251205;79;114.3;71.94;5.74;81.47;0.6062747252234014;90;-999;-999;-999;-999
6342;130;2;1;3;3;1;3;4.74;2.87;0.35;55.02;0;-999;68.64;0;1;1;1;4;1;3;20240101;8;114.3;77.7;5.49;86.67;1.5821665134565168;128;-999;-999;-999;-999
6343;104;3;3;3;3;1;2;4.88;3.43;0.09;54.32;0;-999;30.79;0;3;3;8;2;2;9;20240722;148;114.3;62.03;5.08;71.16;-1.4723747837131385;0;-999;-999;-999;-999
6344;164;1;1;4;4;3;3;5.73;3.62;-0.16;54.93;0;-999;21.98;0;1;1;1;4;1;2;20250228;11;114.3;77.45;5.8;87.02;1.3362417828217732;129;-999;-999;-999;-999
6346;191;3;4;2;2;4;4;4.71;3.55;-0.42;54.84;0;-999;81.09;0;2;3;8;1;3;5;20250815;131;114.3;61.77;5.33;70.21;-1.4548087315249416;0;-999;-999;-999;-999
6347;151;2;3;1;1;2;2;4.51;2.99;-0.51;53.91;0;-999;84.63;0;1;1;7;2;4;3;20250309;84;114.3;77.74;5.67;88.06;1.3089168127512458;133;-999;-999;-999;-999
6348;167;2;3;3;3;2;2;4.48;4.11;0.04;54.45;0;-999;82.96;0;1;2;8;2;2;2;20250615;127;114.3;68.37;5.78;77.34;-0.2798350184922698;42;-999;-999;-999;-999
6349;149;4;4;4;4;2;4;6.07;3.33;0.24;55.57;0;-999;78.99;0;2;2;8;1;4;6;20250423;136;114.3;68.49;5.48;77.18;-0.2739796677628709;43;-999;-999;-999;-999
6350;123;3;3;2;2;3;2;3.61;3.25;-0.3;54.2;0;-999;46.5;0;1;2;8;2;3;1;20250606;119;114.3;68.58;5.58;79.05;-0.26226896630407304;41;-999;-999;-999;-999
6351;193;3;3;1;1;3;2;4.51;3.46;-0.25;53.95;0;-999;20.85;0;1;3;7;1;4;3;20250920;85;114.3;61.91;5.08;70.73;-1.1737518965138045;0;-999;-999;-999;-999
6352;185;2;3;4;4;4;4;4.38;4.45;0.63;56.05;0;-999;78.24;0;2;3;6;1;4;6;20240821;66;114.3;61.85;5.21;70.38;-1.308424963289974;0;-999;-999;-999;-999
6353;140;2;4;3;2;3;1;3.6;3.13;-0.48;54.21;0;-999;29.79;0;1;1;1;4;1;3;20250321;7;114.3;76.58;6.35;88.86;-0.08660844442211231;116;-999;-999;-999;-999
6354;164;3;2;3;3;4;2;5.01;2.77;-0.2;54.46;0;-999;79.31;0;2;2;8;1;2;6;20250614;137;114.3;68.43;5.48;78.56;-0.20371545901008659;38;-999;-999;-999;-999
6355;110;2;2;3;3;2;4;3.76;3.1;-0.18;55.14;0;-999;73.55;0;1;1;6;1;2;1;20250321;47;114.3;76.55;6.57;87.13;0.16712342051849888;120;-999;-999;-999;-999
