ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Sexo;Geracao;Raca;Data_Nascimento
5950;185.0;33.0;197.0;474.0;802.8985507246376;39.0;83.2;5.14;3.32;-0.09;0.0;;60.91;0.0;M;1;Nelore;2020-01-01
5951;128.0;34.0;226.0;472.0;713.0434782608695;38.0;91.37;4.68;3.9;0.07;0.0;;29.88;0.0;M;1;Nelore;2020-01-01
5952;159.0;34.0;203.0;444.0;698.5507246376812;37.0;89.73;3.35;4.37;0.51;0.0;;31.52;0.0;M;1;Nelore;2020-01-01
5953;132.0;32.0;219.0;463.0;707.2463768115942;36.0;74.4;3.7;2.02;-0.14;0.0;;52.83;0.0;M;1;Nelore;2020-01-01
5954;139.0;37.0;197.0;487.0;840.5797101449275;41.0;83.59;4.22;4.28;0.25;0.0;;79.48;0.0;M;1;Nelore;2020-01-01
5955;121.0;37.0;227.0;431.0;591.304347826087;42.0;78.2;3.59;4.38;-0.27;0.0;;22.51;0.0;M;1;Nelore;2020-01-01
5956;187.0;32.0;219.0;417.0;573.9130434782609;38.0;82.79;4.38;2.87;-0.13;0.0;;58.83;0.0;M;1;Nelore;2020-01-01
5957;135.0;37.0;183.0;430.0;715.9420289855072;39.0;82.61;4.08;3.99;-0.46;0.0;;21.8;0.0;M;1;Nelore;2020-01-01
5958;182.0;39.0;209.0;383.0;504.3478260869565;39.0;77.3;5.38;3.59;-0.12;0.0;;46.28;0.0;M;1;Nelore;2020-01-01
5959;146.0;37.0;196.0;409.0;617.3913043478261;39.0;85.38;5.0;2.57;-0.27;0.0;;44.91;0.0;M;1;Nelore;2020-01-01
5960;186.0;35.0;219.0;545.0;944.9275362318841;36.0;81.37;5.52;3.46;0.41;0.0;;84.5;0.0;M;1;Nelore;2020-01-01
5961;150.0;34.0;218.0;441.0;646.3768115942029;39.0;70.26;3.85;3.1;-0.54;0.0;;38.03;0.0;M;1;Nelore;2020-01-01
5962;108.0;32.0;199.0;466.0;773.9130434782609;36.0;82.88;3.45;3.41;0.22;0.0;;81.45;0.0;M;1;Nelore;2020-01-01
5963;120.0;33.0;210.0;487.0;802.8985507246376;35.0;80.08;3.76;3.7;-0.01;0.0;;27.96;0.0;M;1;Nelore;2020-01-01
5964;144.0;34.0;216.0;454.0;689.8550724637681;38.0;90.58;3.28;3.1;-0.11;0.0;;21.51;0.0;M;1;Nelore;2020-01-01
5965;156.0;33.0;208.0;428.0;637.6811594202898;38.0;78.82;4.49;3.01;-0.64;0.0;;70.37;0.0;M;1;Nelore;2020-01-01
5966;120.0;37.0;220.0;424.0;591.304347826087;44.0;81.27;5.93;3.42;0.12;0.0;;64.46;0.0;M;1;Nelore;2020-01-01
5967;192.0;35.0;207.0;436.0;663.768115942029;38.0;70.77;3.73;3.29;-0.14;0.0;;64.46;0.0;M;1;Nelore;2020-01-01
5968;135.0;32.0;213.0;492.0;808.695652173913;37.0;76.68;5.32;2.58;-0.27;0.0;;57.52;0.0;M;1;Nelore;2020-01-01
5969;119.0;35.0;234.0;425.0;553.623188405797;40.0;88.03;4.99;3.42;0.36;0.0;;36.17;0.0;M;1;Nelore;2020-01-01
5970;178.0;32.0;216.0;440.0;649.2753623188405;44.0;79.41;5.54;4.31;-0.53;0.0;;23.38;0.0;M;1;Nelore;2020-01-01
5971;199.0;40.0;219.0;462.0;704.3478260869566;38.0;87.97;2.94;3.8;0.43;0.0;;29.04;0.0;M;1;Nelore;2020-01-01
5972;193.0;38.0;187.0;515.0;950.7246376811595;44.0;85.37;3.41;2.55;-0.51;0.0;;21.15;0.0;M;1;Nelore;2020-01-01
5973;135.0;35.0;185.0;423.0;689.8550724637681;41.0;88.7;4.72;3.92;0.11;0.0;;23.28;0.0;M;1;Nelore;2020-01-01
5974;187.0;29.0;203.0;459.0;742.0289855072464;37.0;76.28;4.31;2.94;-0.52;0.0;;42.45;0.0;M;1;Nelore;2020-01-01
5975;146.0;34.0;217.0;376.0;460.8695652173913;41.0;97.97;3.39;4.42;-0.32;0.0;;47.14;0.0;M;1;Nelore;2020-01-01
5976;117.0;38.0;208.0;518.0;898.5507246376811;44.0;84.52;6.49;3.59;0.03;0.0;;41.51;0.0;M;1;Nelore;2020-01-01
5977;172.0;41.0;205.0;447.0;701.4492753623189;46.0;81.81;5.76;2.81;-0.0;0.0;;83.06;0.0;M;1;Nelore;2020-01-01
5978;175.0;32.0;205.0;486.0;814.4927536231884;39.0;80.02;5.44;2.65;-0.87;0.0;;80.67;0.0;M;1;Nelore;2020-01-01
5979;199.0;38.0;216.0;434.0;631.8840579710145;38.0;73.47;3.58;3.62;-0.14;0.0;;58.55;0.0;M;1;Nelore;2020-01-01
5980;120.0;35.0;219.0;445.0;655.0724637681159;41.0;91.32;4.95;3.45;-0.17;0.0;;45.6;0.0;M;1;Nelore;2020-01-01
5981;169.0;34.0;219.0;469.0;724.6376811594203;42.0;88.23;4.92;3.71;-0.24;0.0;;34.69;0.0;M;1;Nelore;2020-01-01
5982;124.0;35.0;218.0;349.0;379.71014492753625;36.0;88.1;5.7;4.21;-0.64;0.0;;34.16;0.0;M;1;Nelore;2020-01-01
5983;172.0;37.0;195.0;370.0;507.24637681159425;36.0;82.68;4.04;3.6;-0.55;0.0;;65.12;0.0;M;1;Nelore;2020-01-01
5984;150.0;33.0;228.0;508.0;811.5942028985507;40.0;90.42;5.14;2.56;0.7;0.0;;76.73;0.0;M;1;Nelore;2020-01-01
5985;130.0;35.0;229.0;394.0;478.26086956521743;41.0;88.36;3.88;4.03;-0.18;0.0;;46.15;0.0;M;1;Nelore;2020-01-01
5986;174.0;37.0;189.0;418.0;663.768115942029;41.0;81.15;3.74;3.55;0.4;0.0;;27.9;0.0;M;1;Nelore;2020-01-01
5987;180.0;34.0;212.0;441.0;663.768115942029;35.0;81.83;5.75;3.76;-0.58;0.0;;69.1;0.0;M;1;Nelore;2020-01-01
5988;157.0;36.0;220.0;493.0;791.304347826087;37.0;90.5;4.43;2.85;0.09;0.0;;26.48;0.0;M;1;Nelore;2020-01-01
5989;118.0;33.0;201.0;411.0;608.6956521739131;40.0;90.73;3.45;3.87;0.15;0.0;;70.88;0.0;M;1;Nelore;2020-01-01
5990;154.0;30.0;233.0;416.0;530.4347826086957;39.0;76.83;3.61;3.06;0.07;0.0;;58.79;0.0;M;1;Nelore;2020-01-01
5991;181.0;38.0;225.0;527.0;875.3623188405797;39.0;77.35;5.11;3.41;-0.58;0.0;;52.66;0.0;M;1;Nelore;2020-01-01
5992;115.0;39.0;210.0;504.0;852.1739130434783;41.0;97.68;4.89;3.4;-0.37;0.0;;40.25;0.0;M;1;Nelore;2020-01-01
5993;109.0;37.0;198.0;434.0;684.0579710144928;39.0;85.56;3.11;4.13;0.23;0.0;;71.61;0.0;M;1;Nelore;2020-01-01
5994;191.0;40.0;206.0;429.0;646.3768115942029;37.0;99.19;4.83;3.86;-0.19;0.0;;78.67;0.0;M;1;Nelore;2020-01-01
5995;152.0;37.0;187.0;416.0;663.768115942029;37.0;88.85;3.69;3.53;0.17;0.0;;67.0;0.0;M;1;Nelore;2020-01-01
5996;115.0;34.0;201.0;467.0;771.0144927536232;38.0;82.73;4.56;2.97;0.7;0.0;;24.82;0.0;M;1;Nelore;2020-01-01
5997;156.0;32.0;207.0;505.0;863.768115942029;42.0;86.85;4.38;3.02;0.16;0.0;;38.98;0.0;M;1;Nelore;2020-01-01
5998;139.0;36.0;197.0;409.0;614.4927536231885;35.0;72.83;4.95;3.16;-0.14;0.0;;33.46;0.0;M;1;Nelore;2020-01-01
5999;165.0;33.0;223.0;456.0;675.3623188405797;40.0;88.71;4.46;3.44;-0.08;0.0;;41.79;0.0;M;1;Nelore;2020-01-01
6000;185.0;31.0;208.0;495.0;831.8840579710145;37.0;82.12;4.18;3.24;-0.06;0.0;;33.65;0.0;M;1;Nelore;2020-01-01
6001;153.0;38.0;212.0;495.0;820.2898550724638;37.0;92.06;3.5;3.25;-0.01;0.0;;47.68;0.0;M;1;Nelore;2020-01-01
6002;101.0;32.0;200.0;433.0;675.3623188405797;35.0;83.22;5.3;2.99;0.12;0.0;;81.73;0.0;M;1;Nelore;2020-01-01
6003;100.0;33.0;203.0;412.0;605.7971014492754;40.0;81.47;4.2;3.39;0.18;0.0;;80.11;0.0;M;1;Nelore;2020-01-01
6004;168.0;32.0;188.0;408.0;637.6811594202898;35.0;74.02;4.33;3.13;0.13;0.0;;38.1;0.0;M;1;Nelore;2020-01-01
6005;170.0;33.0;208.0;429.0;640.5797101449275;39.0;90.69;4.72;3.68;0.67;0.0;;65.81;0.0;M;1;Nelore;2020-01-01
6006;176.0;36.0;234.0;469.0;681.1594202898551;41.0;97.97;5.48;3.66;0.79;0.0;;34.66;0.0;M;1;Nelore;2020-01-01
6007;173.0;32.0;225.0;500.0;797.1014492753623;37.0;81.0;2.8;3.11;0.02;0.0;;65.79;0.0;M;1;Nelore;2020-01-01
6008;140.0;38.0;184.0;462.0;805.7971014492754;39.0;86.42;4.07;3.66;-0.26;0.0;;30.28;0.0;M;1;Nelore;2020-01-01
6009;159.0;38.0;242.0;422.0;521.7391304347826;43.0;91.72;4.67;3.38;-0.53;0.0;;75.45;0.0;M;1;Nelore;2020-01-01
6010;129.0;37.0;197.0;459.0;759.4202898550725;38.0;82.91;4.51;3.04;0.32;0.0;;58.15;0.0;M;1;Nelore;2020-01-01
6011;135.0;32.0;214.0;476.0;759.4202898550725;37.0;85.18;5.14;3.27;-0.18;0.0;;80.3;0.0;M;1;Nelore;2020-01-01
6012;117.0;33.0;190.0;413.0;646.3768115942029;36.0;88.66;5.18;3.7;0.37;0.0;;84.84;0.0;M;1;Nelore;2020-01-01
6013;183.0;41.0;235.0;511.0;800.0;38.0;90.79;3.99;3.76;-0.88;0.0;;74.57;0.0;M;1;Nelore;2020-01-01
6014;108.0;34.0;230.0;437.0;600.0;38.0;81.37;3.62;3.24;0.64;0.0;;28.96;0.0;M;1;Nelore;2020-01-01
6015;105.0;32.0;222.0;476.0;736.231884057971;36.0;91.49;5.23;3.65;0.04;0.0;;57.74;0.0;M;1;Nelore;2020-01-01
6016;175.0;32.0;203.0;500.0;860.8695652173914;42.0;84.0;3.76;3.68;-0.03;0.0;;40.83;0.0;M;1;Nelore;2020-01-01
6017;179.0;32.0;216.0;397.0;524.6376811594204;37.0;70.54;4.33;3.47;-0.16;0.0;;48.3;0.0;M;1;Nelore;2020-01-01
6018;171.0;34.0;186.0;401.0;623.1884057971015;38.0;84.93;4.24;3.61;-0.08;0.0;;66.1;0.0;M;1;Nelore;2020-01-01
6019;149.0;34.0;220.0;471.0;727.5362318840579;42.0;60.33;3.76;3.83;0.3;0.0;;61.05;0.0;M;1;Nelore;2020-01-01
6020;192.0;36.0;218.0;358.0;405.7971014492754;39.0;87.0;2.58;3.46;-0.09;0.0;;66.87;0.0;M;1;Nelore;2020-01-01
6021;191.0;36.0;215.0;448.0;675.3623188405797;41.0;94.46;5.56;4.64;-0.25;0.0;;24.72;0.0;M;1;Nelore;2020-01-01
6022;145.0;34.0;220.0;435.0;623.1884057971015;41.0;77.03;3.74;3.33;0.52;0.0;;66.54;0.0;M;1;Nelore;2020-01-01
6023;197.0;31.0;222.0;475.0;733.3333333333333;37.0;97.66;5.61;3.9;-0.1;0.0;;49.17;0.0;M;1;Nelore;2020-01-01
6024;173.0;38.0;211.0;473.0;759.4202898550725;41.0;81.19;4.41;4.29;0.16;0.0;;77.8;0.0;M;1;Nelore;2020-01-01
6025;112.0;44.0;229.0;506.0;802.8985507246376;43.0;100.03;5.32;3.43;0.56;0.0;;46.19;0.0;M;1;Nelore;2020-01-01
6026;106.0;41.0;238.0;462.0;649.2753623188405;40.0;93.71;4.14;4.2;-0.21;0.0;;74.84;0.0;M;1;Nelore;2020-01-01
6027;128.0;33.0;204.0;446.0;701.4492753623189;39.0;82.88;3.14;2.61;-0.45;0.0;;30.37;0.0;M;1;Nelore;2020-01-01
6028;107.0;38.0;214.0;503.0;837.6811594202899;44.0;80.7;4.52;4.29;-0.26;0.0;;79.98;0.0;M;1;Nelore;2020-01-01
6029;137.0;33.0;210.0;416.0;597.1014492753624;39.0;87.38;3.91;4.15;0.33;0.0;;59.2;0.0;M;1;Nelore;2020-01-01
6030;154.0;36.0;200.0;442.0;701.4492753623189;36.0;79.5;4.62;3.27;-0.46;0.0;;46.74;0.0;M;1;Nelore;2020-01-01
6031;103.0;37.0;215.0;385.0;492.7536231884058;38.0;63.16;3.94;4.06;-0.21;0.0;;80.83;0.0;M;1;Nelore;2020-01-01
6032;147.0;35.0;203.0;437.0;678.2608695652174;35.0;80.9;4.31;4.74;0.01;0.0;;63.89;0.0;M;1;Nelore;2020-01-01
6033;169.0;31.0;191.0;401.0;608.6956521739131;41.0;84.3;4.69;3.54;-0.29;0.0;;43.38;0.0;M;1;Nelore;2020-01-01
6034;195.0;38.0;235.0;452.0;628.9855072463768;40.0;91.29;4.68;3.78;0.01;0.0;;75.84;0.0;M;1;Nelore;2020-01-01
6035;102.0;30.0;188.0;411.0;646.3768115942029;41.0;65.45;4.86;2.58;-0.58;0.0;;50.53;0.0;M;1;Nelore;2020-01-01
6036;132.0;32.0;201.0;383.0;527.536231884058;36.0;91.17;4.24;3.02;0.24;0.0;;68.3;0.0;M;1;Nelore;2020-01-01
6037;180.0;33.0;185.0;469.0;823.1884057971014;39.0;79.44;3.11;2.87;-0.85;0.0;;47.14;0.0;M;1;Nelore;2020-01-01
6038;150.0;36.0;211.0;435.0;649.2753623188405;43.0;88.47;4.48;3.47;-0.86;0.0;;47.59;0.0;M;1;Nelore;2020-01-01
6039;119.0;32.0;231.0;432.0;582.6086956521739;39.0;92.33;4.55;3.61;0.23;0.0;;71.11;0.0;M;1;Nelore;2020-01-01
6040;176.0;35.0;217.0;494.0;802.8985507246376;41.0;91.64;4.26;3.51;-0.49;0.0;;65.98;0.0;M;1;Nelore;2020-01-01
6041;111.0;34.0;229.0;404.0;507.24637681159425;38.0;95.31;4.52;3.56;-0.38;0.0;;71.64;0.0;M;1;Nelore;2020-01-01
6042;118.0;33.0;218.0;452.0;678.2608695652174;42.0;92.74;4.73;4.57;-0.04;0.0;;59.85;0.0;M;1;Nelore;2020-01-01
6043;131.0;38.0;193.0;497.0;881.159420289855;38.0;89.91;2.46;3.85;0.17;0.0;;24.48;0.0;M;1;Nelore;2020-01-01
6044;161.0;35.0;226.0;391.0;478.26086956521743;40.0;69.63;4.43;3.49;-0.38;0.0;;77.78;0.0;M;1;Nelore;2020-01-01
6045;188.0;34.0;191.0;446.0;739.1304347826086;41.0;86.92;3.91;3.65;-0.31;0.0;;41.88;0.0;M;1;Nelore;2020-01-01
6046;169.0;36.0;214.0;477.0;762.3188405797101;38.0;94.21;3.87;2.92;0.27;0.0;;40.08;0.0;M;1;Nelore;2020-01-01
6047;128.0;33.0;202.0;505.0;878.2608695652174;39.0;91.4;4.89;4.11;-0.15;0.0;;69.09;0.0;M;1;Nelore;2020-01-01
6048;167.0;37.0;239.0;474.0;681.1594202898551;37.0;91.54;3.66;4.11;0.26;0.0;;30.0;0.0;M;1;Nelore;2020-01-01
6049;124.0;36.0;218.0;462.0;707.2463768115942;40.0;88.4;3.86;2.71;-0.16;0.0;;69.0;0.0;M;1;Nelore;2020-01-01
6050;144.0;35.0;200.0;454.0;736.231884057971;36.0;84.24;4.56;3.72;-0.01;0.0;;82.46;0.0;M;1;Nelore;2020-01-01
6051;111.0;31.0;202.0;421.0;634.7826086956521;36.0;88.9;3.52;4.13;0.02;0.0;;36.65;0.0;M;1;Nelore;2020-01-01
6052;190.0;37.0;197.0;522.0;942.0289855072464;36.0;81.2;4.21;2.96;-0.7;0.0;;60.09;0.0;M;1;Nelore;2020-01-01
6053;191.0;38.0;233.0;479.0;713.0434782608695;38.0;100.25;6.08;3.29;0.53;0.0;;52.8;0.0;M;1;Nelore;2020-01-01
6054;169.0;33.0;197.0;421.0;649.2753623188405;40.0;74.98;4.39;4.31;-0.05;0.0;;32.3;0.0;M;1;Nelore;2020-01-01
6055;188.0;38.0;207.0;442.0;681.1594202898551;38.0;83.97;4.24;3.51;-0.24;0.0;;37.11;0.0;M;1;Nelore;2020-01-01
6056;119.0;36.0;208.0;474.0;771.0144927536232;38.0;78.93;4.76;3.32;-0.51;0.0;;65.71;0.0;M;1;Nelore;2020-01-01
6057;150.0;37.0;222.0;440.0;631.8840579710145;39.0;100.6;3.95;3.25;-0.72;0.0;;56.12;0.0;M;1;Nelore;2020-01-01
6058;171.0;38.0;222.0;456.0;678.2608695652174;40.0;80.06;5.47;3.07;-0.37;0.0;;38.15;0.0;M;1;Nelore;2020-01-01
6059;111.0;35.0;200.0;419.0;634.7826086956521;42.0;78.82;4.15;3.46;-0.09;0.0;;37.98;0.0;M;1;Nelore;2020-01-01
6060;185.0;34.0;202.0;434.0;672.463768115942;40.0;85.02;4.78;3.73;-0.1;0.0;;36.68;0.0;M;1;Nelore;2020-01-01
6061;114.0;35.0;206.0;458.0;730.4347826086956;36.0;81.97;4.74;3.05;0.55;0.0;;65.28;0.0;M;1;Nelore;2020-01-01
6062;175.0;36.0;205.0;405.0;579.7101449275362;39.0;69.88;5.3;3.17;-0.52;0.0;;64.89;0.0;M;1;Nelore;2020-01-01
6063;169.0;36.0;192.0;489.0;860.8695652173914;37.0;88.41;4.55;3.63;0.43;0.0;;26.59;0.0;M;1;Nelore;2020-01-01
6064;173.0;33.0;180.0;391.0;611.5942028985507;39.0;77.76;3.49;3.78;-0.24;0.0;;58.93;0.0;M;1;Nelore;2020-01-01
6065;103.0;30.0;228.0;407.0;518.840579710145;40.0;78.75;4.68;3.61;-0.28;0.0;;83.92;0.0;M;1;Nelore;2020-01-01
6066;105.0;38.0;232.0;432.0;579.7101449275362;41.0;94.72;3.1;3.29;0.17;0.0;;52.66;0.0;M;1;Nelore;2020-01-01
6067;117.0;33.0;185.0;417.0;672.463768115942;39.0;81.43;5.71;4.12;-0.46;0.0;;75.12;0.0;M;1;Nelore;2020-01-01
6068;149.0;34.0;209.0;458.0;721.7391304347826;40.0;70.6;3.3;3.45;-0.07;0.0;;24.98;0.0;M;1;Nelore;2020-01-01
6069;159.0;34.0;195.0;466.0;785.5072463768116;37.0;77.52;3.53;4.44;-0.63;0.0;;62.27;0.0;M;1;Nelore;2020-01-01
6070;117.0;36.0;210.0;511.0;872.4637681159421;38.0;79.54;5.28;3.47;-0.55;0.0;;54.13;0.0;M;1;Nelore;2020-01-01
6071;169.0;30.0;219.0;360.0;408.69565217391306;39.0;89.08;3.2;4.09;0.09;0.0;;76.77;0.0;M;1;Nelore;2020-01-01
6072;101.0;34.0;218.0;345.0;368.1159420289855;41.0;78.47;3.87;3.34;0.03;0.0;;76.36;0.0;M;1;Nelore;2020-01-01
6073;112.0;35.0;210.0;384.0;504.3478260869565;38.0;80.06;4.89;3.56;-0.13;0.0;;79.85;0.0;M;1;Nelore;2020-01-01
6074;189.0;32.0;214.0;440.0;655.0724637681159;40.0;82.83;4.01;2.68;-0.29;0.0;;63.01;0.0;M;1;Nelore;2020-01-01
6075;189.0;36.0;213.0;404.0;553.623188405797;38.0;86.36;5.71;3.19;-0.46;0.0;;50.77;0.0;M;1;Nelore;2020-01-01
6076;159.0;31.0;209.0;394.0;536.2318840579711;40.0;83.77;3.78;3.56;0.33;0.0;;59.3;0.0;M;1;Nelore;2020-01-01
6077;124.0;30.0;198.0;503.0;884.0579710144928;37.0;84.98;4.53;3.43;0.25;0.0;;31.88;0.0;M;1;Nelore;2020-01-01
6078;153.0;32.0;231.0;502.0;785.5072463768116;38.0;96.82;5.1;4.68;-0.15;0.0;;82.1;0.0;M;1;Nelore;2020-01-01
6079;103.0;33.0;230.0;439.0;605.7971014492754;36.0;97.21;4.68;4.26;-0.77;0.0;;35.98;0.0;M;1;Nelore;2020-01-01
6080;165.0;31.0;203.0;421.0;631.8840579710145;43.0;87.67;4.54;3.37;-0.52;0.0;;26.81;0.0;M;1;Nelore;2020-01-01
6081;124.0;34.0;203.0;430.0;657.9710144927536;37.0;84.07;4.44;3.38;-0.4;0.0;;67.99;0.0;M;1;Nelore;2020-01-01
6082;122.0;36.0;218.0;434.0;626.0869565217391;39.0;73.9;3.92;3.22;-0.65;0.0;;57.99;0.0;M;1;Nelore;2020-01-01
6083;149.0;38.0;248.0;513.0;768.1159420289855;41.0;86.55;4.4;3.52;-0.41;0.0;;69.96;0.0;M;1;Nelore;2020-01-01
6084;160.0;34.0;204.0;459.0;739.1304347826086;38.0;78.63;4.48;3.29;-0.71;0.0;;41.09;0.0;M;1;Nelore;2020-01-01
6085;156.0;38.0;185.0;443.0;747.8260869565217;33.0;80.95;5.68;2.98;-0.19;0.0;;59.29;0.0;M;1;Nelore;2020-01-01
6086;193.0;36.0;231.0;400.0;489.8550724637681;37.0;88.99;4.7;3.41;-0.52;0.0;;83.09;0.0;M;1;Nelore;2020-01-01
6087;161.0;37.0;209.0;446.0;686.9565217391305;37.0;75.11;4.51;3.48;0.27;0.0;;46.92;0.0;M;1;Nelore;2020-01-01
6088;178.0;36.0;228.0;486.0;747.8260869565217;40.0;87.81;5.43;3.66;-0.24;0.0;;26.55;0.0;M;1;Nelore;2020-01-01
6089;117.0;34.0;200.0;452.0;730.4347826086956;38.0;77.8;3.34;4.07;-0.35;0.0;;46.84;0.0;M;1;Nelore;2020-01-01
6090;145.0;31.0;201.0;413.0;614.4927536231885;38.0;77.72;2.75;3.87;-0.28;0.0;;36.27;0.0;M;1;Nelore;2020-01-01
6091;112.0;38.0;227.0;475.0;718.8405797101449;40.0;86.26;4.34;3.76;-0.08;0.0;;76.18;0.0;M;1;Nelore;2020-01-01
6092;102.0;27.0;192.0;443.0;727.5362318840579;38.0;83.32;4.61;4.36;-0.8;0.0;;51.73;0.0;M;1;Nelore;2020-01-01
6093;152.0;33.0;218.0;499.0;814.4927536231884;41.0;89.93;5.16;4.06;0.06;0.0;;60.72;0.0;M;1;Nelore;2020-01-01
6094;102.0;35.0;210.0;550.0;985.5072463768116;42.0;94.51;5.1;4.33;0.14;0.0;;21.14;0.0;M;1;Nelore;2020-01-01
6095;179.0;31.0;218.0;448.0;666.6666666666666;41.0;83.15;4.65;3.96;-0.02;0.0;;29.73;0.0;M;1;Nelore;2020-01-01
6096;180.0;35.0;206.0;450.0;707.2463768115942;39.0;88.58;4.07;3.94;-0.47;0.0;;30.03;0.0;M;1;Nelore;2020-01-01
6097;177.0;31.0;201.0;431.0;666.6666666666666;37.0;94.83;5.76;3.45;0.43;0.0;;74.25;0.0;M;1;Nelore;2020-01-01
6098;128.0;36.0;211.0;446.0;681.1594202898551;34.0;70.02;3.79;4.19;-0.39;0.0;;24.75;0.0;M;1;Nelore;2020-01-01
6099;158.0;32.0;173.0;401.0;660.8695652173913;37.0;82.08;4.87;2.79;0.21;0.0;;70.69;0.0;M;1;Nelore;2020-01-01
6100;173.0;35.0;205.0;455.0;724.6376811594203;39.0;81.75;3.96;3.76;-0.3;0.0;;73.76;0.0;M;1;Nelore;2020-01-01
6101;125.0;34.0;189.0;425.0;684.0579710144928;37.0;80.89;5.09;3.01;0.13;0.0;;78.08;0.0;M;1;Nelore;2020-01-01
6102;116.0;39.0;215.0;493.0;805.7971014492754;43.0;97.32;5.2;3.26;0.12;0.0;;64.14;0.0;M;1;Nelore;2020-01-01
6103;198.0;35.0;220.0;516.0;857.9710144927536;37.0;81.81;5.35;3.15;0.44;0.0;;56.37;0.0;M;1;Nelore;2020-01-01
6104;122.0;38.0;222.0;486.0;765.2173913043479;40.0;75.2;4.57;4.02;0.01;0.0;;71.78;0.0;M;1;Nelore;2020-01-01
6105;128.0;34.0;176.0;339.0;472.46376811594206;35.0;80.16;2.73;3.83;-0.52;0.0;;31.81;0.0;M;1;Nelore;2020-01-01
6106;178.0;33.0;198.0;425.0;657.9710144927536;34.0;95.19;3.93;3.05;-0.17;0.0;;43.91;0.0;M;1;Nelore;2020-01-01
6107;194.0;40.0;211.0;437.0;655.0724637681159;40.0;97.07;3.53;3.67;-0.91;0.0;;84.75;0.0;M;1;Nelore;2020-01-01
6108;155.0;36.0;179.0;467.0;834.7826086956521;40.0;89.53;4.5;2.92;-0.19;0.0;;28.74;0.0;M;1;Nelore;2020-01-01
6109;190.0;34.0;245.0;501.0;742.0289855072464;43.0;90.07;3.72;3.44;0.04;0.0;;51.22;0.0;M;1;Nelore;2020-01-01
6110;187.0;35.0;249.0;431.0;527.536231884058;43.0;93.31;4.78;3.58;-0.65;0.0;;32.6;0.0;M;1;Nelore;2020-01-01
6111;167.0;35.0;228.0;472.0;707.2463768115942;39.0;87.79;4.58;3.51;0.27;0.0;;56.52;0.0;M;1;Nelore;2020-01-01
6112;195.0;39.0;230.0;416.0;539.1304347826087;41.0;78.8;3.84;3.58;0.68;0.0;;73.87;0.0;M;1;Nelore;2020-01-01
6113;103.0;32.0;195.0;419.0;649.2753623188405;37.0;83.12;4.54;2.57;0.23;0.0;;36.58;0.0;M;1;Nelore;2020-01-01
6114;167.0;34.0;197.0;469.0;788.4057971014494;39.0;78.93;3.87;2.8;-0.36;0.0;;67.95;0.0;M;1;Nelore;2020-01-01
6115;164.0;40.0;217.0;426.0;605.7971014492754;38.0;83.84;4.55;3.41;-0.06;0.0;;82.8;0.0;M;1;Nelore;2020-01-01
6116;118.0;38.0;214.0;417.0;588.4057971014493;39.0;75.57;3.18;3.61;-0.07;0.0;;70.54;0.0;M;1;Nelore;2020-01-01
6117;171.0;33.0;231.0;444.0;617.3913043478261;41.0;88.58;4.22;3.53;-0.53;0.0;;65.23;0.0;M;1;Nelore;2020-01-01
6118;196.0;36.0;205.0;479.0;794.2028985507246;35.0;91.03;5.06;3.58;-0.03;0.0;;51.56;0.0;M;1;Nelore;2020-01-01
6119;192.0;35.0;206.0;444.0;689.8550724637681;37.0;84.39;5.31;3.27;-0.35;0.0;;77.96;0.0;M;1;Nelore;2020-01-01
6120;108.0;36.0;241.0;529.0;834.7826086956521;38.0;101.76;3.36;4.61;-0.78;0.0;;82.79;0.0;M;1;Nelore;2020-01-01
6121;146.0;32.0;217.0;481.0;765.2173913043479;38.0;81.33;4.14;3.93;-0.16;0.0;;32.41;0.0;M;1;Nelore;2020-01-01
6122;134.0;35.0;214.0;405.0;553.623188405797;35.0;88.64;3.83;2.81;0.38;0.0;;55.63;0.0;M;1;Nelore;2020-01-01
6123;136.0;37.0;240.0;511.0;785.5072463768116;42.0;76.5;4.86;3.61;0.14;0.0;;32.0;0.0;M;1;Nelore;2020-01-01
6124;184.0;34.0;238.0;428.0;550.7246376811594;39.0;83.72;4.88;3.22;-0.4;0.0;;61.25;0.0;M;1;Nelore;2020-01-01
6125;197.0;40.0;238.0;421.0;530.4347826086957;39.0;85.05;4.18;3.82;0.62;0.0;;54.41;0.0;M;1;Nelore;2020-01-01
6126;112.0;33.0;209.0;465.0;742.0289855072464;44.0;91.02;4.13;3.22;-0.26;0.0;;80.76;0.0;M;1;Nelore;2020-01-01
6127;115.0;35.0;221.0;378.0;455.07246376811594;39.0;83.87;3.41;3.52;-0.37;0.0;;36.8;0.0;M;1;Nelore;2020-01-01
6128;180.0;31.0;219.0;482.0;762.3188405797101;35.0;90.32;5.36;2.8;-0.72;0.0;;47.73;0.0;M;1;Nelore;2020-01-01
6129;162.0;36.0;208.0;455.0;715.9420289855072;35.0;89.53;4.42;3.33;0.09;0.0;;40.98;0.0;M;1;Nelore;2020-01-01
6130;136.0;38.0;232.0;474.0;701.4492753623189;41.0;83.32;4.57;4.01;0.54;0.0;;51.06;0.0;M;1;Nelore;2020-01-01
