ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;ITU_Media;ITU_DP;ITU_Max
6093;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-01-09;4;76.81;5.36;86.64
6094;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2C;2025-08-25;139;62.48;5.51;71.89
6095;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-04-28;9;68.56;6.11;77.52
6096;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-01-10;5;78.23;5.7;86.06
6097;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2025-06-18;82;68.51;5.51;76.97
6098;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-11-09;34;71.94;5.6;80.1
6099;3;Verão;Pasto B;Pasto;Mombaça;Setor_3A;2025-01-01;104;77.89;5.7;85.68
6100;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-09-24;91;71.59;5.9;80.4
6101;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3C;2024-04-19;77;68.31;5.8;76.4
6102;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-06-04;21;68.32;5.79;76.23
6103;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-01;6;77.68;5.85;86.55
6104;2;Inverno;Pasto A;Pasto;Panicum;Setor_2C;2024-08-21;65;62.06;4.91;68.72
6105;3;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_3A;2024-01-23;69;77.76;6.21;87.59
6106;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3B;2024-08-14;73;61.59;4.96;68.35
6107;2;Outono;Pasto A;Pasto;Panicum;Setor_2B;2025-05-04;61;67.81;5.56;74.85
6108;1;Verão;Pasto A;Pasto;Panicum;Setor_1C;2024-01-14;55;76.98;5.64;84.23
6109;2;Inverno;Pasto C;Pasto;Panicum;Setor_2B;2024-09-19;132;61.51;4.78;68.99
6110;2;Verão;Pasto C;Pasto;Panicum;Setor_2C;2025-02-09;137;77.44;5.81;85.57
6111;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2A;2024-06-14;95;68.53;5.84;76.6
6112;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-03-12;19;78.0;5.47;85.74
6113;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3C;2025-09-09;79;61.62;5.36;69.42
6114;1;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2025-12-13;48;71.78;5.8;80.74
6115;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1B;2024-07-14;49;61.75;5.19;68.22
6116;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-03-26;4;68.51;5.98;76.41
6117;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-16;89;77.53;5.83;85.95
6118;3;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2024-01-12;149;77.75;5.13;85.51
6119;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-09-18;117;62.06;5.03;69.22
6120;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-11-09;15;71.72;5.46;79.71
6121;3;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_3C;2025-05-19;150;69.06;5.37;76.44
6122;3;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_3B;2025-02-25;108;77.7;5.46;86.78
6123;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2025-06-13;130;68.29;5.57;76.09
6124;2;Verão;Pasto A;Pasto;Panicum;Setor_2A;2025-03-05;57;77.69;5.49;86.06
6125;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-12-04;17;72.08;5.74;80.79
6126;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-08;12;77.54;5.64;86.74
6127;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2024-11-26;85;71.98;5.49;81.58
6128;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-09-06;26;62.01;5.16;70.07
6129;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3B;2025-10-07;74;71.77;6.07;79.02
6130;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-12-13;22;71.6;5.31;79.41
6131;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-08-26;25;62.25;5.28;69.53
6132;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-09-20;30;62.4;5.09;70.93
6133;3;Verão;Pasto B;Pasto;Mombaça;Setor_3C;2025-03-22;113;68.58;5.72;77.44
6134;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3C;2025-12-02;113;72.15;5.71;80.29
6135;2;Verão;Pasto B;Pasto;Panicum;Setor_2C;2025-01-13;103;77.7;6.03;86.57
6136;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-09-01;35;61.76;5.05;69.05
6137;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-07-27;89;62.1;5.35;69.13
6138;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-16;24;71.83;5.99;79.81
6139;1;Inverno;Pasto C;Pasto;Panicum;Setor_1A;2025-09-14;116;62.13;4.98;70.16
6140;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2025-01-03;89;77.78;5.64;86.49
6141;1;Verão;Pasto C;Pasto;Mombaça;Setor_1C;2025-02-08;127;77.88;6.01;88.51
6142;3;Primavera;Pasto C;Pasto;Panicum;Setor_3C;2025-11-03;148;71.89;5.72;79.4
6143;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3B;2024-12-02;147;71.58;5.38;79.62
6144;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-06-13;3;68.71;5.86;77.12
6145;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3A;2025-11-20;141;71.91;5.48;79.98
6146;2;Primavera;Pasto B;Pasto;Panicum;Setor_2B;2025-12-17;96;71.79;5.55;80.82
6147;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1C;2025-08-23;52;62.14;4.85;69.46
6148;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2025-12-02;62;71.89;5.67;82.06
6149;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-04-21;123;68.32;5.91;75.84
6150;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1B;2025-08-15;51;62.11;4.89;68.77
6151;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3A;2025-10-07;68;71.56;6.53;79.49
6152;1;Verão;Pasto C;Pasto;Mombaça;Setor_1A;2025-03-26;118;68.57;5.51;77.4
6153;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-09-10;2;62.16;4.46;68.81
6154;2;Outono;Pasto B;Pasto;Panicum;Setor_2C;2025-04-02;103;68.56;5.48;76.91
6155;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3C;2025-09-17;114;61.39;5.14;69.0
6156;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2024-12-23;85;77.37;5.72;86.45
6157;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1A;2025-07-20;116;61.95;4.93;70.28
6158;2;Outono;Pasto A;Pasto;Panicum;Setor_2A;2025-04-22;58;68.87;5.65;76.13
6159;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-04-12;33;68.73;5.72;77.31
6160;2;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2025-04-21;137;68.17;5.39;75.25
6161;1;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_1A;2025-10-06;118;71.29;6.1;81.13
6162;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3A;2024-07-09;141;61.83;5.61;68.73
6163;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2025-02-12;65;77.63;6.28;88.51
6164;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-09-13;91;61.86;5.11;68.82
6165;1;Inverno;Pasto C;Pasto;Panicum;Setor_1A;2025-08-19;119;61.77;5.3;68.56
6166;3;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_3B;2024-01-17;144;77.52;5.28;84.78
6167;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-01-24;30;77.32;5.74;86.41
6168;1;Verão;Pasto C;Pasto;Braquiária;Setor_1B;2024-03-03;121;77.52;5.74;86.87
6169;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-04-18;29;68.47;4.99;76.0
6170;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2025-02-24;46;77.94;5.77;87.89
6171;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2025-09-19;51;61.96;4.9;69.06
6172;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-08-12;120;61.99;5.17;68.68
6173;3;Inverno;Pasto C;Pasto;Panicum;Setor_3C;2025-08-08;150;61.95;5.2;69.43
6174;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1B;2025-12-07;122;72.21;5.64;81.34
6175;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2025-05-13;90;68.49;6.13;78.15
6176;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2C;2025-12-01;139;71.56;5.67;79.63
6177;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-08-06;14;62.12;4.61;68.89
6178;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-17;3;68.21;5.62;78.13
6179;3;Verão;Pasto C;Pasto;Braquiária;Setor_3A;2025-01-18;142;77.7;6.98;87.27
6180;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-17;14;77.02;5.78;84.68
6181;1;Verão;Pasto C;Pasto;Braquiária;Setor_1C;2025-02-11;125;77.82;5.59;86.56
6182;2;Outono;Pasto A;Pasto;Mombaça;Setor_2A;2025-04-26;56;68.37;5.4;76.81
6183;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-03-09;52;77.03;5.98;85.82
6184;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-03-27;28;68.77;5.84;75.87
6185;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1B;2025-09-09;86;62.13;5.14;69.53
6186;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-06-15;8;68.76;5.99;77.61
6187;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2C;2024-08-19;65;62.04;4.88;68.16
6188;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3B;2025-11-25;144;71.93;5.75;81.15
6189;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-07-25;5;62.41;5.0;69.0
6190;1;Verão;Pasto C;Pasto;Panicum;Setor_1C;2025-02-25;127;77.93;5.09;85.13
6191;1;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2025-02-22;120;77.51;5.4;85.27
6192;1;Outono;Pasto B;Pasto;Braquiária;Setor_1B;2024-05-19;86;68.15;5.64;75.23
6193;3;Outono;Pasto A;Pasto;Panicum;Setor_3B;2025-04-16;75;68.32;5.6;76.26
6194;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2025-10-09;47;71.76;5.36;80.55
6195;3;Inverno;Pasto A;Pasto;Panicum;Setor_3C;2025-07-13;77;62.35;4.99;69.39
6196;2;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_2A;2025-09-26;130;71.67;5.39;80.28
6197;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2025-10-22;50;71.48;5.97;80.61
6198;2;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_2B;2025-06-08;63;68.03;5.77;77.68
6199;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-14;4;68.18;5.52;76.63
6200;1;Primavera;Pasto C;Pasto;Panicum;Setor_1B;2025-11-17;120;72.78;5.98;81.7
6201;1;Primavera;Pasto C;Pasto;Mombaça;Setor_1C;2025-12-01;124;71.69;6.39;81.05
6202;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2025-09-27;91;71.56;5.16;78.59
6203;3;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_3C;2025-05-08;149;67.81;5.64;76.08
6204;1;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_1B;2025-05-03;121;68.76;5.47;77.18
6205;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-05-22;10;68.45;6.04;77.18
6206;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-09-27;21;72.17;6.19;82.49
6207;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2025-08-03;48;61.74;5.24;69.39
6208;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1A;2024-12-06;118;71.77;5.52;80.61
6209;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-02-11;80;77.74;5.04;86.26
6210;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2024-11-07;87;72.59;5.73;81.56
6211;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2025-09-09;52;62.02;4.96;69.04
6212;2;Verão;Pasto B;Pasto;Mombaça;Setor_2A;2024-01-24;94;78.26;5.4;86.16
6213;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-06-07;27;69.09;5.76;76.3
6214;3;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_3A;2024-02-24;106;78.12;5.61;87.05
6215;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2025-01-08;110;77.74;6.0;87.21
6216;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-09-08;2;61.73;5.15;69.68
6217;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2024-08-07;69;62.0;5.59;70.36
6218;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-10-07;8;72.48;5.47;80.0
6219;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2B;2025-10-27;98;72.05;5.51;81.41
6220;3;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2025-03-12;144;77.63;6.08;85.6
6221;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1A;2024-10-25;81;71.76;5.98;80.24
6222;2;Verão;Pasto C;Pasto;Braquiária;Setor_2A;2024-01-04;130;77.63;5.6;86.05
6223;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-04-22;8;68.43;6.35;77.65
6224;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-09-16;12;61.96;5.1;69.64
6225;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2B;2025-12-01;132;71.59;5.84;82.01
6226;3;Verão;Pasto C;Pasto;Braquiária;Setor_3A;2025-03-02;141;77.49;6.52;87.57
6227;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-05-12;13;68.43;5.71;77.46
6228;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2024-03-11;99;77.52;5.46;84.89
6229;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-11-19;21;70.93;5.99;79.33
6230;2;Verão;Pasto B;Pasto;Panicum;Setor_2C;2024-02-16;103;78.01;5.74;87.33
6231;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-10-25;4;71.94;6.31;82.68
6232;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-12-09;21;71.98;5.89;79.8
6233;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2024-08-08;124;61.77;5.4;70.66
6234;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-09-05;36;61.98;5.55;69.98
6235;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-10-17;19;71.97;6.12;79.35
6236;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1A;2024-11-16;117;72.16;5.86;80.92
6237;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2025-06-02;49;68.72;5.38;77.73
6238;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-06-12;23;68.24;5.72;77.09
6239;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-05-28;26;67.89;5.76;76.99
6240;3;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_3B;2024-03-25;73;68.14;5.82;75.87
6241;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1A;2025-07-15;80;62.24;5.27;69.5
6242;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2025-10-23;84;71.8;5.38;79.26
6243;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2A;2025-09-15;131;62.02;4.95;69.1
6244;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3B;2025-11-23;111;72.06;5.74;82.14
6245;2;Outono;Pasto C;Pasto;Mombaça;Setor_2C;2024-04-01;139;68.59;5.46;76.21
6246;3;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2025-12-07;109;71.46;6.01;80.93
6247;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-05-19;21;68.22;5.72;77.75
6248;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2025-01-11;99;77.44;5.68;87.01
6249;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-02-20;34;77.59;6.41;85.57
6250;1;Primavera;Pasto B;Pasto;Panicum;Setor_1C;2025-11-06;91;72.48;6.03;82.25
6251;3;Outono;Pasto C;Pasto;Braquiária;Setor_3B;2025-06-09;146;68.17;5.74;76.46
6252;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1B;2025-10-09;48;71.62;5.48;79.21
6253;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2025-11-20;46;72.1;6.14;81.32
6254;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-05-12;30;68.39;5.87;76.93
6255;2;Outono;Pasto A;Pasto;Mombaça;Setor_2A;2025-04-16;57;68.05;5.73;75.45
6256;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2025-05-07;123;68.5;6.1;76.39
6257;2;Primavera;Pasto B;Pasto;Panicum;Setor_2A;2024-11-23;94;71.51;5.69;79.12
6258;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-11-12;90;72.08;5.51;81.68
6259;2;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_2B;2025-11-09;132;72.18;5.67;79.4
6260;3;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_3C;2024-08-06;150;62.34;4.89;70.0
6261;2;Verão;Pasto C;Pasto;Braquiária;Setor_2B;2025-03-05;134;77.19;6.17;87.18
6262;2;Outono;Pasto A;Pasto;Mombaça;Setor_2A;2025-06-22;59;62.46;5.07;69.48
6263;2;Primavera;Pasto C;Pasto;Panicum;Setor_2B;2024-10-27;132;71.84;5.39;81.02
6264;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-07-24;28;61.48;5.21;68.05
6265;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-08-26;1;62.03;5.48;69.45
6266;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-10-18;7;71.76;5.69;80.18
6267;3;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_3C;2024-02-28;148;77.39;5.16;84.37
6268;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2025-05-07;50;68.41;5.74;78.17
6269;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-01-26;21;77.67;5.43;87.35
6270;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-12-05;4;72.0;5.63;81.57
6271;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-05-26;8;68.83;5.84;76.91
6272;1;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_1B;2025-10-06;86;72.01;5.6;79.87
6273;2;Primavera;Pasto A;Pasto;Panicum;Setor_2C;2025-11-16;65;71.66;5.08;78.6
6274;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-28;5;77.86;6.06;86.23
6275;1;Inverno;Pasto A;Pasto;Panicum;Setor_1A;2024-09-17;44;61.85;5.13;68.98
6276;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-24;7;68.49;5.63;77.07
6277;3;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2024-08-26;106;62.18;5.06;69.56
6278;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2A;2024-08-10;93;61.95;4.84;68.65
6279;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-11-18;91;72.51;4.69;79.94
6280;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-02;89;77.1;5.9;86.83
6281;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1A;2025-11-04;45;71.97;5.62;81.74
6282;1;Primavera;Pasto B;Pasto;Panicum;Setor_1C;2024-12-06;88;71.63;5.62;80.0
6283;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2C;2024-07-07;64;61.71;5.0;69.66
6284;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-02-16;2;77.56;5.68;85.39
6285;2;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2025-09-04;99;61.65;5.14;69.6
6286;3;Inverno;Pasto C;Pasto;Panicum;Setor_3B;2025-08-24;145;62.06;5.38;72.34
6287;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-08-09;35;61.69;5.19;69.41
6288;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-02-12;12;77.58;5.33;85.51
6289;3;Verão;Pasto C;Pasto;Braquiária;Setor_3A;2024-03-18;140;77.96;5.61;85.21
6290;3;Inverno;Pasto B;Pasto;Mombaça;Setor_3A;2024-08-12;104;61.78;4.9;69.08
6291;1;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2024-04-14;46;68.17;5.37;76.71
6292;2;Outono;Pasto C;Pasto;Panicum;Setor_2A;2025-04-12;129;67.97;5.38;77.77
6293;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2B;2025-09-20;61;61.88;5.25;69.78
6294;2;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_2A;2024-07-19;58;62.41;5.49;70.26
6295;1;Outono;Pasto B;Pasto;Panicum;Setor_1A;2024-06-21;80;62.03;4.87;68.98
6296;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2C;2025-12-18;101;71.97;5.98;79.96
6297;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-01-25;1;77.78;6.17;86.47
6298;3;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_3C;2025-08-12;112;62.0;4.86;70.2
6299;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3A;2024-08-22;141;62.1;5.12;69.74
6300;2;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_2A;2025-09-16;129;61.94;5.38;69.62
6301;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2024-03-15;66;77.92;5.68;86.17
6302;3;Outono;Pasto C;Pasto;Braquiária;Setor_3B;2024-04-13;145;67.88;5.72;75.31
6303;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2B;2024-09-10;62;62.04;5.36;70.9
6304;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2025-05-21;91;68.82;6.1;78.34
6305;1;Verão;Pasto C;Pasto;Braquiária;Setor_1C;2025-01-28;125;77.85;5.82;86.49
6306;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-04-21;19;68.35;5.47;76.16
6307;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-08-14;21;62.26;5.18;69.62
6308;3;Verão;Pasto A;Pasto;Panicum;Setor_3C;2024-03-20;79;78.19;5.3;86.25
6309;3;Outono;Pasto A;Pasto;Braquiária;Setor_3C;2025-06-13;76;68.14;5.64;76.0
6310;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-01-03;11;77.92;6.14;86.32
6311;2;Inverno;Pasto A;Pasto;Braquiária;Setor_2C;2025-07-11;65;61.76;4.88;68.19
6312;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-04-11;19;68.64;5.56;76.15
6313;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-21;11;77.29;6.14;86.91
6314;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-08-23;18;62.34;5.26;69.46
6315;2;Inverno;Pasto B;Pasto;Panicum;Setor_2A;2024-08-20;94;62.11;5.61;71.39
6316;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3B;2024-12-13;145;71.84;5.7;80.05
6317;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-05-15;14;68.35;5.49;76.77
6318;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2025-05-24;122;68.83;5.44;76.19
6319;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-06-17;30;68.09;5.66;76.86
6320;2;Outono;Pasto C;Pasto;Panicum;Setor_2C;2024-05-14;136;68.19;5.79;76.52
6321;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3B;2024-07-06;108;61.39;5.51;69.28
6322;1;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_1B;2025-10-05;84;71.34;5.74;80.64
6323;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2024-12-08;67;71.94;5.89;80.47
6324;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-09-09;82;62.13;5.34;68.87
6325;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2025-09-23;87;72.0;5.53;78.98
6326;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-03-03;33;77.3;5.71;85.6
6327;1;Inverno;Pasto A;Pasto;Panicum;Setor_1A;2024-07-06;45;62.32;5.32;70.28
6328;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-11-04;7;72.22;5.53;79.45
6329;1;Primavera;Pasto B;Pasto;Panicum;Setor_1B;2024-10-03;84;72.11;6.08;83.81
6330;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3B;2024-11-18;145;71.09;5.07;78.02
6331;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1A;2025-10-01;46;71.93;5.54;79.71
6332;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1A;2025-08-17;117;62.15;5.41;69.44
6333;1;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2024-04-04;120;68.58;5.41;76.8
6334;3;Primavera;Pasto C;Pasto;Panicum;Setor_3B;2025-11-20;145;71.47;5.83;80.17
6335;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3A;2025-07-03;68;61.99;5.53;69.86
6336;3;Verão;Pasto C;Pasto;Panicum;Setor_3C;2024-03-13;151;78.11;6.25;87.21
6337;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-11-08;25;72.17;6.16;81.27
6338;3;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2025-01-24;150;77.27;5.45;84.23
6339;2;Inverno;Pasto B;Pasto;Panicum;Setor_2C;2025-08-15;101;62.18;5.3;69.55
