ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete
5936;2;Outono;Pasto B;Pasto;Braquiária;Setor_2B;2024-06-08;96
5937;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3C;2025-10-10;78
5938;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-03-03;27
5939;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2024-01-11;86
5940;1;Inverno;Pasto C;Pasto;Panicum;Setor_1C;2024-08-15;126
5941;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-05-20;7
5942;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2B;2025-09-10;60
5943;2;Inverno;Pasto A;Pasto;Panicum;Setor_2A;2025-09-19;59
5944;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2C;2025-07-19;137
5945;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-06-12;7
5946;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2025-02-14;45
5947;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2B;2024-10-01;97
5948;3;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_3B;2025-08-08;111
5949;3;Primavera;Pasto B;Pasto;Panicum;Setor_3A;2025-10-23;107
5950;1;Verão;Pasto A;Pasto;Panicum;Setor_1B;2025-03-21;50
5951;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2025-11-09;82
5952;1;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_1C;2024-02-05;54
5953;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-12-24;29
5954;1;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2024-11-16;125
5955;2;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2025-02-15;67
5956;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2025-02-25;144
5957;1;Outono;Pasto A;Pasto;Mombaça;Setor_1A;2025-05-16;46
5958;3;Outono;Pasto A;Pasto;Braquiária;Setor_3B;2024-06-04;74
5959;1;Verão;Pasto A;Pasto;Mombaça;Setor_1B;2025-01-21;49
5960;3;Verão;Pasto A;Pasto;Panicum;Setor_3A;2024-03-03;70
5961;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2025-08-28;117
5962;1;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-01-18;122
5963;3;Verão;Pasto C;Pasto;Braquiária;Setor_3A;2024-01-09;140
5964;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2024-12-21;66
5965;3;Outono;Pasto A;Pasto;Braquiária;Setor_3A;2025-04-24;68
5966;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-04-01;22
5967;3;Outono;Pasto A;Pasto;Braquiária;Setor_3C;2024-06-21;77
5968;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2025-04-27;91
5969;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-09-19;16
5970;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2A;2024-05-25;130
5971;1;Outono;Pasto A;Pasto;Panicum;Setor_1B;2025-06-07;49
5972;2;Verão;Pasto C;Pasto;Braquiária;Setor_2A;2024-01-18;129
5973;1;Primavera;Pasto C;Pasto;Panicum;Setor_1A;2025-11-18;119
5974;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-09-16;33
5975;2;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_2A;2024-03-25;129
5976;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-04-12;13
5977;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-08-08;21
5978;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-03-24;1
5979;3;Verão;Pasto A;Pasto;Mombaça;Setor_3C;2025-02-05;79
5980;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2A;2025-11-17;131
5981;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2A;2024-09-03;93
5982;1;Inverno;Pasto C;Pasto;Panicum;Setor_1B;2025-08-12;122
5983;3;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_3A;2024-06-01;71
5984;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-09-08;24
5985;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2025-12-22;82
5986;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2025-04-25;50
5987;3;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_3A;2025-09-05;141
5988;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1A;2025-08-06;80
5989;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3C;2025-04-19;79
5990;3;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_3B;2025-09-22;72
5991;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2025-07-24;93
5992;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-12-16;14
5993;1;Verão;Pasto B;Pasto;Mombaça;Setor_1C;2024-02-02;90
5994;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-04-25;3
5995;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-08-08;2
5996;1;Primavera;Pasto B;Pasto;Panicum;Setor_1A;2025-10-09;80
5997;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-02-08;86
5998;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-04-22;27
5999;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-07-17;10
6000;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-02-13;31
6001;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2A;2024-08-15;128
6002;1;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_1A;2025-10-02;44
6003;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-03-11;30
6004;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2025-10-23;141
6005;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-12-21;16
6006;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-11-27;22
6007;1;Verão;Pasto C;Pasto;Mombaça;Setor_1B;2024-03-09;122
6008;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-06-18;12
6009;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-12-06;14
6010;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2025-11-21;150
6011;3;Inverno;Pasto B;Pasto;Panicum;Setor_3A;2025-08-12;107
6012;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3B;2025-12-21;109
6013;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2025-04-17;60
6014;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-02-13;32
6015;1;Outono;Pasto A;Pasto;Panicum;Setor_1C;2025-04-17;53
6016;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2024-11-12;88
6017;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-11-16;140
6018;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-05-20;29
6019;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-10-17;9
6020;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-01-15;1
6021;2;Verão;Pasto B;Pasto;Braquiária;Setor_2C;2025-01-08;101
6022;1;Primavera;Pasto C;Pasto;Mombaça;Setor_1A;2024-10-17;117
6023;2;Outono;Pasto B;Pasto;Braquiária;Setor_2C;2024-06-09;103
6024;2;Primavera;Pasto B;Pasto;Panicum;Setor_2C;2025-10-05;102
6025;2;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2024-10-06;136
6026;2;Outono;Pasto C;Pasto;Braquiária;Setor_2B;2024-05-20;134
6027;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2024-06-27;122
6028;2;Outono;Pasto C;Pasto;Panicum;Setor_2C;2024-04-22;136
6029;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-04-14;13
6030;1;Verão;Pasto C;Pasto;Braquiária;Setor_1A;2024-02-24;119
6031;1;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_1B;2024-10-16;86
6032;3;Outono;Pasto C;Pasto;Mombaça;Setor_3B;2025-06-16;147
6033;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-08-07;7
6034;2;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2025-09-06;102
6035;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-12-27;25
6036;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-02-01;30
6037;3;Inverno;Pasto C;Pasto;Panicum;Setor_3C;2025-07-02;149
6038;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-10-19;18
6039;1;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_1A;2025-03-06;82
6040;2;Outono;Pasto A;Pasto;Braquiária;Setor_2A;2024-04-21;56
6041;2;Verão;Pasto C;Pasto;Mombaça;Setor_2B;2024-03-02;132
6042;2;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_2C;2025-06-05;136
6043;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3A;2024-10-06;68
6044;1;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2025-05-06;46
6045;1;Outono;Pasto C;Pasto;Panicum;Setor_1A;2024-06-13;116
6046;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2025-12-19;60
6047;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-01;11
6048;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-06-24;21
6049;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2025-03-27;137
6050;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2024-05-03;112
6051;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2025-04-15;89
6052;3;Outono;Pasto C;Pasto;Braquiária;Setor_3B;2024-06-16;146
6053;2;Verão;Pasto B;Pasto;Panicum;Setor_2B;2025-02-06;97
6054;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-10-27;11
6055;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-08-20;11
6056;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-10-26;17
6057;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2024-12-27;84
6058;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2025-01-20;65
6059;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3C;2025-12-17;79
6060;1;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_1B;2025-05-06;84
6061;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-03-22;28
6062;1;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_1C;2025-05-15;126
6063;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2025-09-19;82
6064;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-01-08;33
6065;1;Outono;Pasto C;Pasto;Panicum;Setor_1C;2025-05-13;127
6066;2;Inverno;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2024-07-04;136
6067;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3C;2025-07-07;112
6068;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-09-28;3
6069;3;Inverno;Pasto C;Pasto;Panicum;Setor_3B;2025-09-22;144
6070;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2024-05-27;48
6071;1;Verão;Pasto A;Pasto;Panicum;Setor_1A;2025-01-20;47
6072;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2025-04-06;86
6073;3;Outono;Pasto A;Pasto;Braquiária;Setor_3B;2025-05-20;75
6074;3;Primavera;Pasto C;Pasto;Panicum;Setor_3B;2025-12-02;145
6075;1;Primavera;Pasto A;Pasto;Panicum;Setor_1B;2024-12-17;48
6076;1;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2025-01-03;87
6077;1;Inverno;Pasto C;Pasto;Panicum;Setor_1C;2025-08-22;125
6078;2;Verão;Pasto A;Pasto;Braquiária;Setor_2A;2025-01-20;58
6079;2;Outono;Pasto B;Pasto;Panicum;Setor_2B;2024-06-27;99
6080;1;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-10-25;122
6081;1;Verão;Pasto B;Pasto;Panicum;Setor_1B;2024-03-21;86
6082;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-17;12
6083;2;Outono;Pasto B;Pasto;Braquiária;Setor_2B;2025-05-12;97
6084;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-10-23;7
6085;3;Outono;Pasto B;Pasto;Panicum;Setor_3A;2025-06-14;106
6086;1;Verão;Pasto C;Pasto;Braquiária;Setor_1C;2024-01-26;124
6087;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3B;2025-11-26;144
6088;2;Verão;Pasto C;Pasto;Panicum;Setor_2A;2024-02-12;130
6089;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3A;2024-06-26;70
6090;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1A;2025-09-25;83
6091;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2A;2024-12-19;129
6092;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3B;2025-04-14;144
6093;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-01-09;4
6094;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2C;2025-08-25;139
6095;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-04-28;9
6096;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-01-10;5
6097;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2025-06-18;82
6098;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-11-09;34
6099;3;Verão;Pasto B;Pasto;Mombaça;Setor_3A;2025-01-01;104
6100;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-09-24;91
6101;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3C;2024-04-19;77
6102;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-06-04;21
6103;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-01;6
6104;2;Inverno;Pasto A;Pasto;Panicum;Setor_2C;2024-08-21;65
6105;3;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_3A;2024-01-23;69
6106;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3B;2024-08-14;73
6107;2;Outono;Pasto A;Pasto;Panicum;Setor_2B;2025-05-04;61
6108;1;Verão;Pasto A;Pasto;Panicum;Setor_1C;2024-01-14;55
6109;2;Inverno;Pasto C;Pasto;Panicum;Setor_2B;2024-09-19;132
6110;2;Verão;Pasto C;Pasto;Panicum;Setor_2C;2025-02-09;137
6111;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2A;2024-06-14;95
6112;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-03-12;19
6113;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3C;2025-09-09;79
6114;1;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2025-12-13;48
6115;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1B;2024-07-14;49
6116;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-03-26;4
6117;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-16;89
6118;3;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2024-01-12;149
6119;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-09-18;117
6120;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-11-09;15
6121;3;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_3C;2025-05-19;150
6122;3;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_3B;2025-02-25;108
6123;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2025-06-13;130
6124;2;Verão;Pasto A;Pasto;Panicum;Setor_2A;2025-03-05;57
6125;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-12-04;17
6126;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-08;12
6127;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2024-11-26;85
6128;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-09-06;26
6129;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3B;2025-10-07;74
6130;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-12-13;22
6131;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-08-26;25
6132;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-09-20;30
6133;3;Verão;Pasto B;Pasto;Mombaça;Setor_3C;2025-03-22;113
6134;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3C;2025-12-02;113
6135;2;Verão;Pasto B;Pasto;Panicum;Setor_2C;2025-01-13;103
6136;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-09-01;35
6137;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-07-27;89
6138;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-16;24
6139;1;Inverno;Pasto C;Pasto;Panicum;Setor_1A;2025-09-14;116
6140;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2025-01-03;89
6141;1;Verão;Pasto C;Pasto;Mombaça;Setor_1C;2025-02-08;127
6142;3;Primavera;Pasto C;Pasto;Panicum;Setor_3C;2025-11-03;148
6143;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3B;2024-12-02;147
6144;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-06-13;3
6145;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3A;2025-11-20;141
6146;2;Primavera;Pasto B;Pasto;Panicum;Setor_2B;2025-12-17;96
6147;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1C;2025-08-23;52
6148;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2025-12-02;62
6149;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-04-21;123
6150;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1B;2025-08-15;51
6151;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3A;2025-10-07;68
6152;1;Verão;Pasto C;Pasto;Mombaça;Setor_1A;2025-03-26;118
6153;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-09-10;2
6154;2;Outono;Pasto B;Pasto;Panicum;Setor_2C;2025-04-02;103
6155;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3C;2025-09-17;114
6156;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2024-12-23;85
6157;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1A;2025-07-20;116
6158;2;Outono;Pasto A;Pasto;Panicum;Setor_2A;2025-04-22;58
6159;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-04-12;33
6160;2;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2025-04-21;137
6161;1;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_1A;2025-10-06;118
6162;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3A;2024-07-09;141
6163;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2025-02-12;65
6164;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-09-13;91
6165;1;Inverno;Pasto C;Pasto;Panicum;Setor_1A;2025-08-19;119
6166;3;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_3B;2024-01-17;144
6167;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-01-24;30
6168;1;Verão;Pasto C;Pasto;Braquiária;Setor_1B;2024-03-03;121
6169;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-04-18;29
6170;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2025-02-24;46
6171;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2025-09-19;51
6172;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-08-12;120
6173;3;Inverno;Pasto C;Pasto;Panicum;Setor_3C;2025-08-08;150
6174;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1B;2025-12-07;122
6175;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2025-05-13;90
6176;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2C;2025-12-01;139
6177;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-08-06;14
6178;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-17;3
6179;3;Verão;Pasto C;Pasto;Braquiária;Setor_3A;2025-01-18;142
6180;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-17;14
6181;1;Verão;Pasto C;Pasto;Braquiária;Setor_1C;2025-02-11;125
6182;2;Outono;Pasto A;Pasto;Mombaça;Setor_2A;2025-04-26;56
6183;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-03-09;52
6184;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-03-27;28
6185;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1B;2025-09-09;86
6186;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-06-15;8
6187;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2C;2024-08-19;65
6188;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3B;2025-11-25;144
6189;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-07-25;5
6190;1;Verão;Pasto C;Pasto;Panicum;Setor_1C;2025-02-25;127
6191;1;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2025-02-22;120
6192;1;Outono;Pasto B;Pasto;Braquiária;Setor_1B;2024-05-19;86
6193;3;Outono;Pasto A;Pasto;Panicum;Setor_3B;2025-04-16;75
6194;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2025-10-09;47
6195;3;Inverno;Pasto A;Pasto;Panicum;Setor_3C;2025-07-13;77
6196;2;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_2A;2025-09-26;130
6197;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2025-10-22;50
6198;2;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_2B;2025-06-08;63
6199;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-14;4
6200;1;Primavera;Pasto C;Pasto;Panicum;Setor_1B;2025-11-17;120
6201;1;Primavera;Pasto C;Pasto;Mombaça;Setor_1C;2025-12-01;124
6202;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2025-09-27;91
6203;3;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_3C;2025-05-08;149
6204;1;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_1B;2025-05-03;121
6205;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-05-22;10
6206;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-09-27;21
6207;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2025-08-03;48
6208;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1A;2024-12-06;118
6209;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-02-11;80
6210;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2024-11-07;87
6211;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2025-09-09;52
6212;2;Verão;Pasto B;Pasto;Mombaça;Setor_2A;2024-01-24;94
6213;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-06-07;27
6214;3;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_3A;2024-02-24;106
6215;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2025-01-08;110
6216;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-09-08;2
6217;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2024-08-07;69
6218;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-10-07;8
6219;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2B;2025-10-27;98
6220;3;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2025-03-12;144
6221;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1A;2024-10-25;81
6222;2;Verão;Pasto C;Pasto;Braquiária;Setor_2A;2024-01-04;130
6223;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-04-22;8
6224;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-09-16;12
6225;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2B;2025-12-01;132
6226;3;Verão;Pasto C;Pasto;Braquiária;Setor_3A;2025-03-02;141
6227;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-05-12;13
6228;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2024-03-11;99
6229;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-11-19;21
6230;2;Verão;Pasto B;Pasto;Panicum;Setor_2C;2024-02-16;103
6231;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-10-25;4
6232;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-12-09;21
6233;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2024-08-08;124
6234;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-09-05;36
6235;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-10-17;19
6236;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1A;2024-11-16;117
6237;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2025-06-02;49
6238;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-06-12;23
6239;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-05-28;26
6240;3;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_3B;2024-03-25;73
6241;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1A;2025-07-15;80
6242;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2025-10-23;84
6243;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2A;2025-09-15;131
6244;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3B;2025-11-23;111
6245;2;Outono;Pasto C;Pasto;Mombaça;Setor_2C;2024-04-01;139
6246;3;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2025-12-07;109
6247;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-05-19;21
6248;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2025-01-11;99
6249;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-02-20;34
6250;1;Primavera;Pasto B;Pasto;Panicum;Setor_1C;2025-11-06;91
